priority,kind,page,line,target,alt,nav_rank,status,reason,capture_instruction,lead_in_to_delete
P1,image,getting_started/notifications.md,88,img/notifications_bulk_action_buttons.png,Bulk action buttons,8,removed,"Fails the necessity test: the prose already says ""at the top of the list, click Mark as read or Delete"", and this 281x58 crop shows the two labelled buttons detached from any context - they are visible in the Notifications screen shot at L50 anyway.",,
P2,image,content_management/content_model.md,42,img/content_model_diagram.png,Content model diagram,9,keep,"It is a hand-drawn conceptual diagram of the content type / content item relationship, not a capture of the running application, so the rebranding does not affect it.",,
P2,image,content_management/create_edit_content_types.md,32,img/content_types.png,Content type list,10,removed,"Decorative 'here is what the list looks like' shot: step 1 only says to open Content -> Content types and click a group, and the very next image (create_edit_content_type.png) shows the same screen with the actionable controls highlighted.",,
P2,image,content_management/create_edit_content_types.md,38,img/create_edit_content_type.png,Create or edit content type,10,done,"Steps 2 and 3 point at the Create button and at an unlabelled pencil 'Edit' icon inside a table row, a non-obvious location that the prose cannot describe.","Log in to https://piano.stg.cohesivo.app/ and go to Content -> Content types in the left panel, then click the Content group. Crop to the top of the group detail screen: breadcrumb, the Create button in the top-right corner and the first two list rows (Article, Folder); hover the pencil icon in the Article row so its 'Edit' tooltip is displayed. Exclude the rest of the list and all browser chrome. Needs human annotation: 2 px #FF4713 frames around the Create button and around the Edit icon (Snagit unavailable).",
P2,image,content_management/create_edit_content_types.md,42,img/content_type_general_properties.png,Editing a content type,10,removed,"The eight-row table immediately below the image documents every global property by name, so the screenshot only repeats a plain form that the text already states.",,
P2,image,content_management/configure_ct_field_settings.md,30,img/add_field.png,Adding a field,11,done,"Step 4 describes a drag-and-drop between two panels ('drag the required field tile to the section on the left'), a spatial relationship plus the transient blue insertion line that words do not convey. RETAKE NOTE: mid-drag held with synthetic HTML5 drag events, which render the blue insertion line and the highlighted Content group but not the dragged tile under the cursor.","Content -> Content types -> Content -> click Edit on the Article content type, then scroll to the Field definitions section. Start dragging a field tile (for example Date) out of the Field types panel on the right and hold it over the Content section on the left so the blue insertion line shows, and capture mid-drag. Crop to both panels side by side plus the Sections anchor list on the right; keep the content type name and the Save and close / Discard bar at the top, exclude browser chrome.",
P2,image,content_management/configure_ct_field_settings.md,70,img/select_page_blocks.png,Page blocks,11,done,"The 'Select blocks' section is buried inside the Landing page field definition of a content type, a non-obvious location, and the shot shows the group accordions plus the checked/unchecked tile states that the one-line instruction cannot convey. RETAKE NOTE: this instance's block groups are Dashboard / Customer Portal / default / PIM (no Commerce group). Four tiles ticked in the default group; the form was never saved.","Content -> Content types -> Content -> Edit the Landing page content type -> Field definitions -> expand the Landing page field, then expand the Select blocks section. Tick four or five blocks (for example Targeting, Form, Gallery, Text) so that both checked and unchecked tiles are visible. Crop to the Select blocks panel only: the collapsed block-group rows (Commerce, Dashboard, Customer Portal, default), the Select all checkbox, the inline caution message and the tile grid. Needs human annotation: 2 px #FF4713 frames around the selected tiles.",
P2,image,content_management/configure_ct_field_settings.md,74,img/page_blocks_toolbar_selected_blocks.png,Page blocks menu,11,removed,"It only illustrates the sentence directly above it ('Now, only selected page blocks are available in the edit mode') by re-showing the four blocks already ticked in the preceding screenshot.",,
P2,image,content_management/configure_ct_field_settings.md,87,img/select_layouts.png,Layouts,11,done,"The layout tiles are wireframe thumbnails of zone arrangements; the names alone ('Three rows, two columns') do not tell an editor what each layout looks like.","Content -> Content types -> Content -> Edit the Landing page content type -> Field definitions -> expand the Landing page field, then expand the Select layouts section. Crop to the whole layout grid so every wireframe thumbnail, its caption and its checkbox are legible, and include the Unselect all control at the top; exclude the neighbouring field sections. Capture whatever layouts this instance actually has configured - do not stage extra ones.",
P2,image,content_management/configure_ct_field_settings.md,96,img/select_editor_mode.png,Editor launch mode,11,removed,The image is a pair of radio buttons (Page view / Field view) in a labelled section; naming the two options in the prose conveys everything the picture does.,,
P2,image,content_management/configure_ct_field_settings.md,114,img/select_start_location.png,Select starting location,11,removed,"The bullet list immediately above enumerates and explains all four starting-location options, so the radio group adds nothing; it also bakes in the Ibexa-branded path 'Ibexa Digital Experience Platform / Ibexa Platform'.",,
P2,arcade,content_management/create_edit_content_items.md,57,T4dqNwZwGGpS3RaLHA6R,Create and edit article,14,removed,All 29 Arcade embeds are being removed; this one sits after the numbered create-content procedure and has no introductory sentence of its own.,,
